Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
CVTI,"Covenant Transportation Group, Inc.",31.98,586226947.02,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,
COWN,Cowen Inc.,14.8,436547726.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,
COWNL,Cowen Inc.,24.94,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl,
COWNZ,Cowen Inc.,25.159,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,
PMTS,CPI Card Group Inc.,2.28,25387147.92,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,
CPSH,CPS Technologies Corp.,1.62,21393616.32,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,
CRAI,"CRA International,Inc.",53.42,431615490.62,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,
CBRL,"Cracker Barrel Old Country Store, Inc.",166.39,3993960834.29,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,
BREW,"Craft Brew Alliance, Inc.",20.1,388127562.9,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,
CRAY,Cray Inc,25.7,1044669354.1,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,
CACC,Credit Acceptance Corporation,363.55,7020091968.45,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,
DGLD,Credit Suisse AG,47.41,17968864.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,
DSLV,Credit Suisse AG,24.27,17933976.72,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,
GLDI,Credit Suisse AG,8.68,117400489.36,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,
SLVO,Credit Suisse AG,7.585,6447250,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,
TVIX,Credit Suisse AG,43.27,455559800.62,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,
TVIZ,Credit Suisse AG,8.62,4378080.76,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tviz,
UGLD,Credit Suisse AG,9.77,117148337.86,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,
USLV,Credit Suisse AG,9.77,308902613.51,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,
USOI,Credit Suisse AG,28.73,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,
VIIX,Credit Suisse AG,14.07,8219595.51,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,
VIIZ,Credit Suisse AG,62.97,723777.18,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viiz,
ZIV,Credit Suisse AG,76.38,141914040,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,
CREE,"Cree, Inc.",47.66,4790269234.56,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,
CRESY,Cresud S.A.C.I.F. y A.,16.96,643895812.8,37965555,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,
CRSP,CRISPR Therapeutics AG,62.78,2962389124.62,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,
CRTO,Criteo S.A.,33.86,2206171324.8,65155680,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,
CROX,"Crocs, Inc.",18.01,1229714191.22,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,
CRON,Cronos Group Inc.,7.24,1275717300.28,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,
CCRN,"Cross Country Healthcare, Inc.",12.08,439707204.24,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,
CRWS,"Crown Crafts, Inc.",5.6,56389524.8,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,
CYRX,"CryoPort, Inc.",14.72,407444948.48,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,
CYRXW,"CryoPort, Inc.",10.98,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw,
CSGS,"CSG Systems International, Inc.",42.41,1427233399.48,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,
CCLP,CSI Compressco LP,5.45,220987226.75,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,
CSPI,CSP Inc.,9.69,38818953.96,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi,
CSWI,"CSW Industrials, Inc.",53.55,848317947.75,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi,
CSX,CSX Corporation,64.78,56705402709.88,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,
CTIC,CTI BioPharma Corp.,5.08,294521285.48,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic,
CTIB,CTI Industries Corporation,3.98,14050303.46,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib,
CTRP,"Ctrip.com International, Ltd.",48.78,22726217223.36,465892112,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,
CUE,"Cue Biopharma, Inc.",12.57,253043728.62,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,
CUI,"CUI Global, Inc.",2.8,79814151.2,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui,
CPIX,Cumberland Pharmaceuticals Inc.,6.11,95993922.83,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix,
CRIS,"Curis, Inc.",2.08,68901310.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris,
CUTR,"Cutera, Inc.",41.75,569239623.5,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr,
CVBF,CVB Financial Corporation,23.8,2624253259.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,
CVV,CVD Equipment Corporation,7.23,46895580.27,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv,
CYAN,Cyanotech Corporation,4.086,23584522.752,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,
CYBR,CyberArk Software Ltd.,63.45,2257450939.35,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,
CYBE,CyberOptics Corporation,17.55,122954176.8,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe,
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.51,18116144.97,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.75,2263092.75,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp,
CBAY,CymaBay Therapeutics Inc.,13.74,807483298.26,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay,
CY,Cypress Semiconductor Corporation,17.09,6126630877.68,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,
CYRN,CYREN Ltd.,2.75,146803580,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn,
CONE,CyrusOne Inc,57.85,5733772610.15,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,
CYTK,"Cytokinetics, Incorporated",8.4,455259386.4,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk,
CTMX,"CytomX Therapeutics, Inc.",24.58,957575571.22,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,
CYTX,Cytori Therapeutics Inc.,1.89,1164670.92,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,
CYTXW,Cytori Therapeutics Inc.,0.015,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw,
CYTXZ,Cytori Therapeutics Inc.,0.0397,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz,
CTSO,Cytosorbents Corporation,11,331105137,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso,
CYTR,CytRx Corporation,1.3,43728751.3,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr,
DJCO,Daily Journal Corp. (S.C.),241.06,332842630.76,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco,
DAKT,"Daktronics, Inc.",8.65,385691606.25,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt,
DARE,"Dare Bioscience, Inc.",1.29,14734587.69,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare,
DRIO,DarioHealth Corp.,1.4,23441454.4,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,
DRIOW,DarioHealth Corp.,0.13,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow,
DZSI,"DASAN Zhone Solutions, Inc.",9.73,159976291.23,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,
DSKE,"Daseke, Inc.",9.82,577243040.34,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,
DSKEW,"Daseke, Inc.",1.02,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew,
DAIO,Data I/O Corporation,6.36,52756365.36,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio,
DWCH,Datawatch Corporation,9.35,119020039.6,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch,
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",51.6,2031611299.2,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,
DTEA,DAVIDsTEA Inc.,3.6,93367357.2,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea,
DFNL,Davis Select Financial ETF,24.03,134568000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl,
DINT,Davis Select International ETF,19.57,41097000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint,
DUSA,Davis Select U.S. Equity ETF,24.4,118340000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa,
DWLD,Davis Select Worldwide ETF,26.75,231387500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld,
DWSN,Dawson Geophysical Company,7.84,179488489.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn,
DBVT,DBV Technologies S.A.,20.25,538334748,26584432,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,
DCPH,"Deciphera Pharmaceuticals, Inc.",39.55,1459162762.4,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph,
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",13.45,274066951.25,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg,
TACO,"Del Taco Restaurants, Inc.",13.88,533723004.08,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,
TACOW,"Del Taco Restaurants, Inc.",3.85,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow,
DMPI,"DelMar Pharmaceuticals, Inc.",0.6999,15406364.6763,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi,
DELT,Delta Technology Holdings Limited,1.0719,10785113.7201,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt,
DNLI,Denali Therapeutics Inc.,17.94,1694287542.48,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,
DENN,Denny&#39,s Corporation,16.53,1050921495.54,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,44.95,10223360619.95,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,
DEPO,"Depomed, Inc.",7.32,465459775.32,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/depo,
DDOC,"DERMAdoctor, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddoc,
DERM,"Dermira, Inc.",10.48,438566840.88,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm,
DEST,Destination Maternity Corporation,6.36,95536549.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest,
DXLG,"Destination XL Group, Inc.",2.05,100477826.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg,
DSWL,"Deswell Industries, Inc.",3.26,51785879.14,n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl,
DTRM,"Determine, Inc. ",1.54,22939632.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtrm,
DXCM,"DexCom, Inc.",99.56,8769735929.48,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,
DFBH,DFB Healthcare Acquisitions Corp.,9.8,81527062.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh,
DFBHU,DFB Healthcare Acquisitions Corp.,10.12,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu,
DFBHW,DFB Healthcare Acquisitions Corp.,1.1,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw,
DHXM,DHX Media Ltd.,2.225,298699579.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm,
DHIL,"Diamond Hill Investment Group, Inc.",198.14,695458124.62,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil,
FANG,"Diamondback Energy, Inc.",125.56,12381648388.48,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,
DCIX,Diana Containerships Inc.,1.8,12996244.8,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix,
DRNA,"Dicerna Pharmaceuticals, Inc.",13.65,721015167.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna,
DFBG,Differential Brands Group Inc.,0.8899,12435938.6965,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/dfbg,
DFFN,Diffusion Pharmaceuticals Inc.,0.515,26021171.705,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,
DGII,Digi International Inc.,13.8,374686905,n/a,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,
DMRC,Digimarc Corporation,30.35,359564948,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,
DRAD,Digirad Corporation,1.675,33699522.65,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,
DGLY,"Digital Ally, Inc.",2.5,17881517.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly,
APPS,"Digital Turbine, Inc.",1.56,118786181.28,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps,
DCOM,"Dime Community Bancshares, Inc.",20.4,766452418.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom,
DIOD,Diodes Incorporated,36.78,1823932962.66,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod,
DISCA,"Discovery, Inc.",28.12,14682652752.12,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,
DISCB,"Discovery, Inc.",30.95,16160316595.95,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb,
DISCK,"Discovery, Inc.",26.25,13706245901.25,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck,
DISH,DISH Network Corporation,34.91,16316240687.4,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,
DVCR,Diversicare Healthcare Services Inc.,6.98,45031435.1,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr,
SAUC,"Diversified Restaurant Holdings, Inc.",1.23,33114538.47,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc,
DLHC,DLH Holdings Corp.,5.55,66042191.7,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc,
BOOM,DMC Global Inc.,45.8,681285213.4,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom,
DNBF,DNB Financial Corp,35,150377990,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf,
DOCU,"DocuSign, Inc.",57.55,9011481482.8,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,
DOGZ,Dogness (International) Corporation,4.043,104768810.133,n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz,
DLTR,"Dollar Tree, Inc.",86.99,20684097008.28,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,
DLPN,"Dolphin Entertainment, Inc.",3.75,41392226.25,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn,
DLPNW,"Dolphin Entertainment, Inc.",0.4,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw,
DGICA,"Donegal Group, Inc.",13.51,381839020.36,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica,
DGICB,"Donegal Group, Inc.",13.45,380143214.2,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb,
DMLP,"Dorchester Minerals, L.P.",18.95,611701717.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp,
DORM,"Dorman Products, Inc.",72.23,2407525360.71,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,
DOVA,"Dova Pharmaceuticals, Inc.",31.85,897891822.1,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova,
LYL,Dragon Victory International Limited,3.64,42466667.88,n/a,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl,
DOTA,"Draper Oakwood Technology Acquisition, Inc.",9.9829,23044376.6165,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/dota,
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0.51,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/dotar,
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",10.7,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/dotau,
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/dotaw,
DBX,"Dropbox, Inc.",33.72,13501403666.28,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,
DCAR,"DropCar, Inc.",1.2799,9998481.5276,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar,
DRYS,DryShips Inc.,6.29,638172474.27,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys,
DSPG,"DSP Group, Inc.",11.65,264176157.25,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg,
DLTH,Duluth Holdings Inc.,22.01,717157618.63,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth,
DNKN,"Dunkin&#39; Brands Group, Inc.",69.76,5787827589.12,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,
DRRX,DURECT Corporation,1.95,315333146.7,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx,
DXPE,"DXP Enterprises, Inc.",39.53,686780424.03,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe,
DYSL,Dynasil Corporation of America,1.36,23443862.24,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,
DYNT,Dynatronics Corporation,3.05,24672663.9,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/dynt,
DVAX,Dynavax Technologies Corporation,15.95,993271831.2,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax,
ETFC,E*TRADE Financial Corporation,64.93,17135661755.68,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,
SSP,E.W. Scripps Company (The),13.75,1123201750,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,
EBMT,"Eagle Bancorp Montana, Inc.",19.3,105386723.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt,
EGBN,"Eagle Bancorp, Inc.",62.65,2149288755.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,
EGLE,Eagle Bulk Shipping Inc.,6.11,446066714.99,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,
EFBI,"Eagle Financial Bancorp, Inc.",16.48,26579075.84,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi,
EGRX,"Eagle Pharmaceuticals, Inc.",76.01,1127641642.38,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,
EWBC,"East West Bancorp, Inc.",69.07,10008105343.49,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc,
EACQ,Easterly Acquisition Corp.,10.3,68264207.9,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacq,
EACQU,Easterly Acquisition Corp.,10.45,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqu,
EACQW,Easterly Acquisition Corp.,0.32,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqw,
EML,Eastern Company (The),29.05,181998250,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,
EAST,"Eastside Distilling, Inc.",9.25,48055609.25,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east,
EASTW,"Eastside Distilling, Inc.",3.5,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/eastw,
EVGBC,Eaton Vance NextShares Trust,99.98,59988000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc,
EVSTC,Eaton Vance NextShares Trust,100.02,95019000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc,
EVFTC,Eaton Vance NextShares Trust II,100.05,52526250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc,
EVLMC,Eaton Vance NextShares Trust II,99.97,69979000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc,
OKDCC,Eaton Vance NextShares Trust II,100.06,512807500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc,
EBAY,eBay Inc.,38.09,37860623315.06,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,
EBAYL,eBay Inc.,26.42,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl,
EBIX,"Ebix, Inc.",79.45,2500102011.75,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,
ELON,Echelon Corporation,4.16,18895855.68,n/a,1998,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/elon,
ECHO,"Echo Global Logistics, Inc.",31.2,885165122.4,n/a,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo,
SATS,EchoStar Corporation,45.16,4339313441.88,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats,
EEI,"Ecology and Environment, Inc.",12.2,52620247,n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei,
ESES,"Eco-Stim Energy Solutions, Inc.",0.83,62144985.91,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/eses,
EDAP,EDAP TMS S.A.,3.15,92428226.1,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap,
EDGE,"Edge Therapeutics, Inc.",1.09,34058391.79,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge,
EDGW,"Edgewater Technology, Inc.",5.73,82478055.48,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/edgw,
EDIT,"Editas Medicine, Inc.",39.37,1874185109.89,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,
EDUC,Educational Development Corporation,18.45,75430666.35,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,
EGAN,eGain Corporation,12.65,347541065.3,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,
EGLT,Egalet Corporation,0.44,23314421.24,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eglt,
EHTH,"eHealth, Inc.",23.79,451843922.01,n/a,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,
EIDX,"Eidos Therapeutics, Inc.",21.9,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eidx,
EIGR,"Eiger BioPharmaceuticals, Inc.",13.6,143345645.6,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,
EKSO,"Ekso Bionics Holdings, Inc.",1.69,101999850.29,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,
LOCO,"El Pollo Loco Holdings, Inc.",11.55,446246238.9,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,
EMITF,Elbit Imaging Ltd.,2.21,20311685.68,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf,
